8,ホッフェンハイム、コーナーキックから強烈なボレーシュート,66
8,ホッフェンハイム２点目、前がかりとなったキーパーの横をつくシュート,88
8,マインツ、アーリークロスからのダイレクトシュートが決まり1点返す,121
8,マインツ、ラッキーな形で同点に追いつく,151
8,岡崎の豪快なヘディングでマインツ勝ち越し,180
8,岡崎のダメ押しゴール,254
