大迫３ゴール目!,アーレン戦、大迫は味方のロングパスを頭で落として味方にパス、折り返しを左足でゴールに流し込んだ。,http://www.youtube.com/watch?v=ZkSAcbAS8pA
大迫タッチ集 vs アーレン,1860ミュンヘンはアーレンと対戦した。大迫は1トップで先発出場し、今季３点目を挙げる活躍を見せた。,http://www.youtube.com/watch?v=viTCDiMieUc
